Airline,Source,Destination,Distance,Departure_Time,Weather_Condition,Delay_Status
IndiGo,Bangalore,Chennai,347,Morning,Rain,Delayed
Vistara,Bangalore,Delhi,2049,Evening,Storm,Delayed
Go First,Mumbai,Pune,142,Evening,Cloudy,On Time
IndiGo,Delhi,Bangalore,2161,Morning,Storm,Delayed
Air India,Ahmedabad,Pune,646,Night,Storm,Delayed
Go First,Kolkata,Hyderabad,1499,Morning,Fog,On Time
IndiGo,Bangalore,Hyderabad,564,Afternoon,Clear,On Time
Air India,Chennai,Delhi,2246,Early Morning,Clear,On Time
IndiGo,Bangalore,Ahmedabad,1535,Afternoon,Fog,Delayed
SpiceJet,Pune,Mumbai,150,Early Morning,Fog,On Time
Vistara,Delhi,Pune,1490,Night,Storm,Delayed
Air India,Pune,Ahmedabad,632,Night,Storm,Delayed
Go First,Delhi,Mumbai,1375,Morning,Cloudy,On Time
Akasa Air,Kolkata,Chennai,1429,Early Morning,Rain,On Time
Vistara,Ahmedabad,Kolkata,1867,Afternoon,Cloudy,On Time
Air India,Bangalore,Ahmedabad,1506,Evening,Rain,On Time
Go First,Hyderabad,Bangalore,588,Afternoon,Cloudy,Delayed
Vistara,Bangalore,Mumbai,1013,Evening,Clear,Delayed
Air India,Ahmedabad,Kolkata,1981,Morning,Storm,On Time
IndiGo,Bangalore,Hyderabad,554,Morning,Cloudy,On Time
Vistara,Hyderabad,Kolkata,1561,Afternoon,Cloudy,Delayed
Go First,Chennai,Hyderabad,604,Afternoon,Storm,On Time
Vistara,Mumbai,Hyderabad,713,Early Morning,Storm,Delayed
Go First,Kolkata,Ahmedabad,1968,Afternoon,Fog,Delayed
Go First,Pune,Ahmedabad,678,Early Morning,Cloudy,On Time
IndiGo,Pune,Ahmedabad,643,Early Morning,Cloudy,On Time
Vistara,Kolkata,Mumbai,1658,Morning,Cloudy,Delayed
SpiceJet,Mumbai,Chennai,1380,Morning,Rain,On Time
Go First,Delhi,Hyderabad,1513,Evening,Cloudy,Delayed
Air India,Hyderabad,Ahmedabad,1287,Evening,Rain,Delayed
SpiceJet,Hyderabad,Kolkata,1449,Early Morning,Fog,On Time
Vistara,Ahmedabad,Kolkata,1873,Night,Storm,On Time
SpiceJet,Bangalore,Ahmedabad,1478,Evening,Cloudy,Delayed
Go First,Mumbai,Kolkata,1683,Night,Rain,Delayed
SpiceJet,Ahmedabad,Pune,689,Evening,Storm,Delayed
Akasa Air,Pune,Ahmedabad,671,Night,Storm,Delayed
IndiGo,Bangalore,Delhi,2069,Afternoon,Fog,On Time
IndiGo,Delhi,Pune,1436,Early Morning,Clear,Delayed
Vistara,Chennai,Bangalore,330,Late Night,Storm,Delayed
IndiGo,Mumbai,Delhi,1443,Evening,Cloudy,Delayed
SpiceJet,Hyderabad,Ahmedabad,1198,Early Morning,Cloudy,On Time
Akasa Air,Mumbai,Pune,156,Night,Cloudy,Delayed
IndiGo,Mumbai,Ahmedabad,547,Late Night,Cloudy,Delayed
Akasa Air,Mumbai,Delhi,1349,Afternoon,Storm,On Time
Go First,Chennai,Bangalore,333,Late Night,Cloudy,On Time
Akasa Air,Ahmedabad,Chennai,1999,Early Morning,Rain,On Time
SpiceJet,Mumbai,Kolkata,1632,Early Morning,Rain,On Time
Vistara,Pune,Mumbai,142,Morning,Storm,Delayed
IndiGo,Delhi,Mumbai,1442,Afternoon,Cloudy,On Time
Vistara,Hyderabad,Ahmedabad,1217,Night,Rain,On Time
Vistara,Mumbai,Kolkata,1599,Late Night,Rain,Delayed
Vistara,Kolkata,Hyderabad,1489,Early Morning,Fog,On Time
IndiGo,Mumbai,Hyderabad,733,Evening,Clear,On Time
Air India,Mumbai,Hyderabad,684,Night,Rain,Delayed
Go First,Mumbai,Chennai,1316,Late Night,Storm,On Time
Go First,Kolkata,Ahmedabad,1945,Early Morning,Cloudy,On Time
SpiceJet,Pune,Mumbai,146,Late Night,Clear,On Time
IndiGo,Ahmedabad,Chennai,2043,Night,Clear,Delayed
Air India,Pune,Delhi,1442,Evening,Rain,Delayed
Air India,Kolkata,Hyderabad,1524,Late Night,Clear,On Time
Akasa Air,Pune,Delhi,1539,Afternoon,Storm,Delayed
IndiGo,Chennai,Bangalore,342,Morning,Fog,Delayed
Vistara,Chennai,Ahmedabad,1871,Morning,Fog,Delayed
Air India,Ahmedabad,Delhi,907,Night,Cloudy,On Time
SpiceJet,Delhi,Hyderabad,1638,Morning,Storm,Delayed
Akasa Air,Bangalore,Kolkata,1950,Evening,Cloudy,On Time
SpiceJet,Delhi,Chennai,2288,Evening,Fog,Delayed
Go First,Kolkata,Pune,1954,Morning,Cloudy,Delayed
Go First,Pune,Kolkata,1812,Night,Rain,Delayed
SpiceJet,Bangalore,Mumbai,996,Night,Clear,On Time
SpiceJet,Bangalore,Ahmedabad,1462,Evening,Rain,On Time
Air India,Chennai,Mumbai,1352,Late Night,Fog,Delayed
IndiGo,Chennai,Pune,1187,Late Night,Clear,Delayed
Akasa Air,Chennai,Delhi,2278,Late Night,Clear,On Time
Go First,Kolkata,Bangalore,1852,Night,Clear,On Time
Vistara,Chennai,Kolkata,1421,Evening,Cloudy,On Time
Air India,Chennai,Delhi,2273,Early Morning,Cloudy,On Time
SpiceJet,Delhi,Mumbai,1388,Early Morning,Clear,Delayed
Go First,Bangalore,Hyderabad,561,Early Morning,Rain,Delayed
Akasa Air,Kolkata,Pune,1868,Afternoon,Clear,On Time
Air India,Delhi,Bangalore,2189,Late Night,Cloudy,On Time
Air India,Bangalore,Hyderabad,550,Night,Fog,Delayed
Vistara,Chennai,Bangalore,354,Early Morning,Fog,Delayed
Vistara,Pune,Ahmedabad,668,Night,Cloudy,Delayed
Akasa Air,Delhi,Hyderabad,1521,Early Morning,Cloudy,On Time
Go First,Bangalore,Pune,872,Afternoon,Clear,On Time
Air India,Hyderabad,Ahmedabad,1249,Early Morning,Rain,On Time
Go First,Bangalore,Delhi,2234,Late Night,Clear,Delayed
SpiceJet,Hyderabad,Kolkata,1503,Afternoon,Cloudy,On Time
Vistara,Hyderabad,Bangalore,551,Early Morning,Storm,On Time
SpiceJet,Bangalore,Mumbai,1019,Afternoon,Storm,On Time
Akasa Air,Mumbai,Chennai,1395,Evening,Cloudy,On Time
SpiceJet,Ahmedabad,Hyderabad,1216,Afternoon,Clear,Delayed
Go First,Bangalore,Chennai,335,Late Night,Rain,On Time
Akasa Air,Bangalore,Kolkata,1836,Late Night,Cloudy,Delayed
Go First,Ahmedabad,Chennai,1942,Night,Fog,On Time
Akasa Air,Delhi,Pune,1404,Early Morning,Cloudy,On Time
SpiceJet,Hyderabad,Kolkata,1440,Afternoon,Clear,On Time
Akasa Air,Kolkata,Chennai,1364,Afternoon,Storm,Delayed
Akasa Air,Ahmedabad,Bangalore,1438,Early Morning,Storm,Delayed
Go First,Bangalore,Delhi,2196,Morning,Rain,Delayed
Akasa Air,Mumbai,Kolkata,1708,Late Night,Fog,Delayed
Air India,Hyderabad,Kolkata,1546,Late Night,Storm,Delayed
Go First,Mumbai,Bangalore,962,Late Night,Storm,Delayed
Go First,Bangalore,Kolkata,1830,Night,Rain,Delayed
Go First,Ahmedabad,Bangalore,1476,Early Morning,Clear,Delayed
IndiGo,Bangalore,Mumbai,958,Late Night,Rain,Delayed
Air India,Kolkata,Mumbai,1630,Night,Fog,On Time
Air India,Pune,Mumbai,151,Late Night,Rain,On Time
Akasa Air,Delhi,Ahmedabad,941,Late Night,Rain,On Time
Vistara,Kolkata,Hyderabad,1532,Night,Rain,Delayed
Go First,Mumbai,Ahmedabad,529,Late Night,Cloudy,Delayed
Go First,Delhi,Hyderabad,1503,Afternoon,Storm,Delayed
SpiceJet,Ahmedabad,Delhi,900,Afternoon,Cloudy,Delayed
Air India,Chennai,Bangalore,348,Afternoon,Rain,Delayed
Air India,Chennai,Delhi,2268,Early Morning,Cloudy,Delayed
Go First,Mumbai,Chennai,1370,Late Night,Clear,On Time
SpiceJet,Hyderabad,Mumbai,715,Late Night,Rain,On Time
Air India,Hyderabad,Pune,581,Morning,Clear,On Time
SpiceJet,Pune,Delhi,1535,Late Night,Fog,Delayed
IndiGo,Chennai,Mumbai,1350,Late Night,Cloudy,On Time
Go First,Delhi,Pune,1486,Morning,Fog,On Time
IndiGo,Mumbai,Kolkata,1607,Night,Cloudy,On Time
Go First,Ahmedabad,Delhi,906,Early Morning,Storm,On Time
Air India,Ahmedabad,Delhi,964,Evening,Cloudy,On Time
Vistara,Mumbai,Pune,141,Afternoon,Cloudy,On Time
Air India,Pune,Chennai,1243,Morning,Fog,On Time
SpiceJet,Hyderabad,Chennai,608,Late Night,Clear,On Time
Akasa Air,Pune,Ahmedabad,673,Early Morning,Cloudy,On Time
Air India,Hyderabad,Bangalore,602,Afternoon,Fog,On Time
IndiGo,Ahmedabad,Kolkata,2025,Late Night,Clear,On Time
SpiceJet,Bangalore,Pune,857,Evening,Storm,On Time
IndiGo,Delhi,Mumbai,1384,Evening,Clear,Delayed
Go First,Mumbai,Delhi,1366,Afternoon,Storm,Delayed
SpiceJet,Pune,Kolkata,1777,Evening,Rain,Delayed
Akasa Air,Pune,Kolkata,1959,Early Morning,Rain,Delayed
IndiGo,Pune,Hyderabad,585,Afternoon,Rain,Delayed
SpiceJet,Pune,Delhi,1434,Night,Rain,On Time
Akasa Air,Chennai,Hyderabad,640,Night,Cloudy,On Time
IndiGo,Hyderabad,Mumbai,690,Morning,Cloudy,On Time
IndiGo,Mumbai,Pune,155,Evening,Clear,On Time
Akasa Air,Kolkata,Bangalore,1896,Early Morning,Fog,Delayed
SpiceJet,Pune,Chennai,1224,Late Night,Clear,Delayed
Vistara,Chennai,Kolkata,1392,Evening,Storm,Delayed
Air India,Pune,Mumbai,153,Early Morning,Rain,On Time
Akasa Air,Chennai,Delhi,2205,Evening,Storm,On Time
Go First,Chennai,Pune,1212,Night,Fog,On Time
IndiGo,Chennai,Bangalore,329,Morning,Rain,Delayed
SpiceJet,Bangalore,Kolkata,1930,Night,Rain,Delayed
SpiceJet,Delhi,Kolkata,1562,Late Night,Rain,On Time
Air India,Pune,Mumbai,147,Morning,Cloudy,On Time
Air India,Mumbai,Pune,152,Afternoon,Storm,On Time
Go First,Pune,Ahmedabad,645,Early Morning,Fog,On Time
IndiGo,Kolkata,Ahmedabad,1942,Morning,Fog,Delayed
Vistara,Hyderabad,Pune,583,Evening,Clear,Delayed
Vistara,Kolkata,Bangalore,1876,Late Night,Storm,On Time
Air India,Bangalore,Pune,847,Late Night,Clear,On Time
IndiGo,Kolkata,Hyderabad,1549,Late Night,Storm,On Time
SpiceJet,Bangalore,Chennai,347,Afternoon,Fog,Delayed
Vistara,Bangalore,Chennai,360,Late Night,Rain,Delayed
Akasa Air,Bangalore,Chennai,355,Evening,Cloudy,Delayed
Go First,Mumbai,Bangalore,944,Early Morning,Cloudy,On Time
Vistara,Mumbai,Kolkata,1688,Evening,Storm,Delayed
IndiGo,Pune,Ahmedabad,676,Afternoon,Storm,On Time
Air India,Hyderabad,Delhi,1616,Late Night,Storm,Delayed
Go First,Bangalore,Delhi,2183,Early Morning,Rain,On Time
Akasa Air,Chennai,Kolkata,1430,Evening,Rain,On Time
Air India,Kolkata,Delhi,1540,Morning,Fog,On Time
IndiGo,Ahmedabad,Hyderabad,1197,Night,Clear,On Time
Vistara,Pune,Delhi,1409,Morning,Fog,Delayed
Vistara,Ahmedabad,Mumbai,501,Evening,Fog,Delayed
Air India,Hyderabad,Delhi,1510,Evening,Cloudy,On Time
SpiceJet,Kolkata,Bangalore,1922,Night,Storm,On Time
Air India,Mumbai,Kolkata,1675,Morning,Cloudy,On Time
Vistara,Chennai,Ahmedabad,2032,Morning,Fog,On Time
IndiGo,Kolkata,Hyderabad,1469,Night,Rain,On Time
Vistara,Chennai,Ahmedabad,1942,Morning,Rain,On Time
Air India,Ahmedabad,Mumbai,502,Late Night,Fog,On Time
Go First,Mumbai,Hyderabad,735,Morning,Clear,Delayed
Akasa Air,Hyderabad,Mumbai,736,Evening,Fog,On Time
Air India,Chennai,Bangalore,335,Afternoon,Clear,On Time
SpiceJet,Mumbai,Delhi,1425,Night,Fog,Delayed
SpiceJet,Bangalore,Ahmedabad,1453,Evening,Clear,On Time
Go First,Kolkata,Ahmedabad,1902,Early Morning,Rain,Delayed
SpiceJet,Delhi,Mumbai,1378,Early Morning,Rain,On Time
Akasa Air,Ahmedabad,Kolkata,1969,Late Night,Rain,On Time
Air India,Delhi,Chennai,2206,Night,Storm,On Time
Vistara,Mumbai,Hyderabad,703,Evening,Clear,On Time
Air India,Kolkata,Mumbai,1637,Late Night,Fog,Delayed
Vistara,Kolkata,Chennai,1402,Early Morning,Cloudy,On Time
SpiceJet,Kolkata,Bangalore,1803,Morning,Storm,Delayed
Air India,Kolkata,Chennai,1340,Early Morning,Clear,On Time
Go First,Kolkata,Pune,1850,Morning,Storm,Delayed
IndiGo,Bangalore,Hyderabad,589,Night,Rain,On Time
Air India,Kolkata,Bangalore,1848,Night,Storm,On Time
IndiGo,Hyderabad,Chennai,605,Night,Cloudy,Delayed
Air India,Hyderabad,Pune,555,Late Night,Storm,On Time
Vistara,Bangalore,Pune,851,Morning,Clear,On Time
Akasa Air,Hyderabad,Kolkata,1464,Late Night,Fog,Delayed
Go First,Chennai,Mumbai,1388,Late Night,Cloudy,Delayed
Vistara,Pune,Bangalore,849,Afternoon,Cloudy,On Time
Go First,Mumbai,Ahmedabad,511,Early Morning,Rain,On Time
IndiGo,Mumbai,Pune,149,Night,Cloudy,On Time
SpiceJet,Hyderabad,Delhi,1633,Early Morning,Clear,Delayed
Akasa Air,Pune,Bangalore,848,Morning,Clear,Delayed
Vistara,Pune,Delhi,1539,Morning,Rain,On Time
IndiGo,Pune,Kolkata,1778,Night,Clear,Delayed
Akasa Air,Pune,Ahmedabad,663,Morning,Cloudy,Delayed
Go First,Kolkata,Hyderabad,1559,Early Morning,Clear,Delayed
Akasa Air,Kolkata,Pune,1953,Morning,Cloudy,On Time
Air India,Delhi,Pune,1508,Morning,Rain,Delayed
Air India,Mumbai,Kolkata,1654,Afternoon,Cloudy,On Time
Air India,Pune,Chennai,1145,Morning,Storm,Delayed
Akasa Air,Bangalore,Mumbai,997,Late Night,Clear,On Time
Akasa Air,Delhi,Pune,1420,Evening,Rain,On Time
SpiceJet,Delhi,Pune,1424,Night,Cloudy,Delayed
Air India,Ahmedabad,Pune,696,Evening,Fog,Delayed
Go First,Mumbai,Ahmedabad,524,Morning,Rain,Delayed
Go First,Pune,Chennai,1194,Afternoon,Cloudy,On Time
Go First,Mumbai,Pune,148,Early Morning,Fog,Delayed
Air India,Pune,Delhi,1439,Night,Rain,On Time
Air India,Kolkata,Mumbai,1715,Early Morning,Storm,On Time
Vistara,Delhi,Kolkata,1554,Night,Fog,Delayed
Go First,Hyderabad,Mumbai,700,Early Morning,Clear,On Time
IndiGo,Hyderabad,Bangalore,564,Morning,Clear,On Time
Air India,Bangalore,Pune,822,Afternoon,Rain,Delayed
Akasa Air,Pune,Mumbai,147,Night,Cloudy,On Time
Akasa Air,Mumbai,Hyderabad,705,Afternoon,Fog,On Time
Go First,Pune,Bangalore,867,Early Morning,Storm,Delayed
Go First,Hyderabad,Chennai,628,Morning,Rain,Delayed
Vistara,Chennai,Hyderabad,620,Late Night,Clear,On Time
Akasa Air,Chennai,Bangalore,358,Night,Fog,On Time
SpiceJet,Delhi,Bangalore,2240,Early Morning,Cloudy,Delayed
IndiGo,Mumbai,Kolkata,1647,Morning,Rain,Delayed
Vistara,Kolkata,Pune,1927,Early Morning,Cloudy,On Time
Air India,Kolkata,Delhi,1601,Early Morning,Clear,Delayed
Air India,Delhi,Chennai,2117,Morning,Cloudy,On Time
SpiceJet,Mumbai,Ahmedabad,535,Night,Clear,Delayed
Akasa Air,Pune,Chennai,1231,Morning,Clear,On Time
Akasa Air,Chennai,Ahmedabad,1881,Night,Storm,Delayed
Akasa Air,Chennai,Bangalore,332,Night,Clear,On Time
Air India,Mumbai,Chennai,1344,Late Night,Clear,On Time
IndiGo,Hyderabad,Bangalore,581,Early Morning,Clear,On Time
SpiceJet,Mumbai,Pune,153,Evening,Fog,On Time
Air India,Mumbai,Bangalore,937,Evening,Fog,Delayed
Air India,Ahmedabad,Mumbai,512,Afternoon,Rain,Delayed
Akasa Air,Ahmedabad,Hyderabad,1275,Evening,Cloudy,Delayed
Go First,Pune,Chennai,1240,Morning,Cloudy,On Time
Vistara,Chennai,Ahmedabad,1893,Afternoon,Cloudy,Delayed
SpiceJet,Ahmedabad,Chennai,1914,Afternoon,Cloudy,On Time
IndiGo,Ahmedabad,Bangalore,1439,Morning,Rain,Delayed
Vistara,Mumbai,Pune,155,Early Morning,Rain,On Time
Vistara,Kolkata,Bangalore,1927,Morning,Storm,Delayed
Go First,Pune,Mumbai,154,Late Night,Storm,Delayed
Akasa Air,Bangalore,Kolkata,1959,Late Night,Rain,Delayed
IndiGo,Ahmedabad,Delhi,955,Afternoon,Clear,On Time
Vistara,Delhi,Ahmedabad,928,Night,Rain,Delayed
IndiGo,Mumbai,Delhi,1397,Evening,Storm,Delayed
IndiGo,Bangalore,Kolkata,1874,Night,Rain,Delayed
Air India,Mumbai,Kolkata,1661,Afternoon,Fog,Delayed
Go First,Pune,Chennai,1162,Late Night,Rain,Delayed
Air India,Pune,Delhi,1431,Late Night,Rain,On Time
Air India,Chennai,Hyderabad,647,Morning,Cloudy,On Time
Air India,Chennai,Hyderabad,653,Afternoon,Clear,On Time
Air India,Ahmedabad,Delhi,909,Early Morning,Storm,On Time
IndiGo,Mumbai,Ahmedabad,537,Morning,Rain,On Time
SpiceJet,Mumbai,Delhi,1383,Late Night,Cloudy,On Time
SpiceJet,Ahmedabad,Mumbai,535,Early Morning,Storm,On Time
Vistara,Pune,Mumbai,150,Evening,Cloudy,On Time
IndiGo,Kolkata,Delhi,1482,Morning,Cloudy,Delayed
Akasa Air,Kolkata,Bangalore,1887,Afternoon,Rain,Delayed
Go First,Pune,Hyderabad,544,Evening,Storm,Delayed
Air India,Chennai,Bangalore,347,Afternoon,Fog,Delayed
Go First,Mumbai,Ahmedabad,518,Afternoon,Clear,On Time
IndiGo,Hyderabad,Delhi,1570,Early Morning,Rain,Delayed
Akasa Air,Kolkata,Ahmedabad,1947,Morning,Rain,Delayed
Go First,Mumbai,Bangalore,994,Evening,Storm,On Time
Akasa Air,Ahmedabad,Mumbai,542,Night,Fog,Delayed
Akasa Air,Pune,Kolkata,1793,Early Morning,Clear,On Time
SpiceJet,Pune,Hyderabad,562,Afternoon,Clear,Delayed
Akasa Air,Delhi,Chennai,2234,Evening,Cloudy,On Time
SpiceJet,Bangalore,Pune,808,Evening,Fog,Delayed
Akasa Air,Chennai,Delhi,2140,Late Night,Storm,Delayed
Akasa Air,Mumbai,Kolkata,1625,Afternoon,Fog,On Time
Air India,Mumbai,Hyderabad,693,Afternoon,Cloudy,Delayed
Akasa Air,Pune,Mumbai,153,Night,Cloudy,On Time
Vistara,Chennai,Bangalore,353,Late Night,Rain,Delayed
IndiGo,Kolkata,Ahmedabad,1883,Evening,Clear,Delayed
IndiGo,Ahmedabad,Delhi,981,Morning,Cloudy,On Time
IndiGo,Mumbai,Chennai,1329,Evening,Storm,Delayed
Vistara,Bangalore,Ahmedabad,1467,Afternoon,Cloudy,On Time
Go First,Delhi,Mumbai,1359,Morning,Fog,On Time
Akasa Air,Ahmedabad,Mumbai,537,Morning,Rain,On Time
Akasa Air,Bangalore,Mumbai,939,Late Night,Rain,On Time
IndiGo,Pune,Hyderabad,539,Late Night,Fog,On Time
IndiGo,Kolkata,Chennai,1396,Morning,Fog,Delayed
SpiceJet,Pune,Bangalore,863,Afternoon,Rain,On Time
Vistara,Kolkata,Bangalore,1864,Night,Rain,On Time
Go First,Pune,Hyderabad,570,Night,Cloudy,Delayed
Go First,Bangalore,Kolkata,1862,Morning,Rain,On Time
Go First,Chennai,Kolkata,1340,Late Night,Fog,On Time
Vistara,Bangalore,Kolkata,1838,Afternoon,Storm,On Time
IndiGo,Ahmedabad,Delhi,948,Afternoon,Rain,Delayed
Air India,Ahmedabad,Mumbai,543,Evening,Rain,On Time
IndiGo,Delhi,Hyderabad,1546,Late Night,Rain,Delayed
IndiGo,Pune,Kolkata,1846,Night,Clear,On Time
SpiceJet,Kolkata,Ahmedabad,1922,Morning,Rain,On Time
Air India,Chennai,Ahmedabad,1867,Evening,Fog,Delayed
IndiGo,Hyderabad,Chennai,636,Night,Rain,On Time
Vistara,Chennai,Hyderabad,633,Late Night,Cloudy,On Time
Vistara,Pune,Kolkata,1897,Early Morning,Clear,On Time
Akasa Air,Bangalore,Pune,860,Late Night,Rain,On Time
Air India,Bangalore,Kolkata,1953,Morning,Fog,Delayed
IndiGo,Delhi,Pune,1519,Late Night,Rain,Delayed
IndiGo,Pune,Kolkata,1877,Evening,Cloudy,On Time
Akasa Air,Chennai,Kolkata,1407,Late Night,Fog,Delayed
IndiGo,Bangalore,Kolkata,1858,Late Night,Rain,On Time
IndiGo,Hyderabad,Bangalore,557,Afternoon,Storm,Delayed
IndiGo,Hyderabad,Pune,553,Late Night,Cloudy,On Time
Go First,Delhi,Pune,1511,Night,Fog,On Time
SpiceJet,Hyderabad,Pune,566,Morning,Fog,Delayed
IndiGo,Ahmedabad,Delhi,928,Late Night,Fog,On Time
IndiGo,Ahmedabad,Chennai,1972,Early Morning,Storm,On Time
SpiceJet,Hyderabad,Bangalore,556,Morning,Fog,Delayed
Akasa Air,Delhi,Kolkata,1542,Afternoon,Fog,On Time
SpiceJet,Hyderabad,Kolkata,1445,Early Morning,Fog,Delayed
Air India,Delhi,Kolkata,1516,Night,Fog,Delayed
Vistara,Ahmedabad,Hyderabad,1248,Afternoon,Storm,On Time
IndiGo,Kolkata,Pune,1808,Afternoon,Clear,Delayed
Akasa Air,Hyderabad,Mumbai,702,Morning,Clear,On Time
Akasa Air,Bangalore,Ahmedabad,1421,Early Morning,Clear,On Time
IndiGo,Kolkata,Bangalore,1870,Early Morning,Fog,On Time
Vistara,Ahmedabad,Chennai,1903,Morning,Cloudy,On Time
Vistara,Pune,Bangalore,836,Morning,Storm,On Time
IndiGo,Mumbai,Hyderabad,678,Early Morning,Storm,Delayed
SpiceJet,Ahmedabad,Bangalore,1563,Night,Rain,Delayed
Akasa Air,Ahmedabad,Kolkata,1894,Night,Storm,On Time
Vistara,Mumbai,Pune,152,Afternoon,Cloudy,Delayed
IndiGo,Chennai,Mumbai,1377,Early Morning,Cloudy,Delayed
Vistara,Pune,Ahmedabad,661,Early Morning,Clear,On Time
Akasa Air,Pune,Hyderabad,566,Early Morning,Rain,Delayed
IndiGo,Delhi,Mumbai,1374,Early Morning,Storm,On Time
SpiceJet,Delhi,Chennai,2180,Evening,Storm,On Time
Vistara,Ahmedabad,Delhi,923,Night,Fog,Delayed
Vistara,Mumbai,Chennai,1286,Night,Clear,Delayed
IndiGo,Delhi,Kolkata,1459,Evening,Rain,Delayed
SpiceJet,Chennai,Kolkata,1350,Evening,Rain,Delayed
SpiceJet,Kolkata,Hyderabad,1486,Evening,Cloudy,On Time
Air India,Mumbai,Kolkata,1619,Late Night,Rain,On Time
SpiceJet,Hyderabad,Chennai,644,Early Morning,Storm,On Time
Akasa Air,Mumbai,Kolkata,1668,Late Night,Fog,Delayed
SpiceJet,Delhi,Pune,1532,Late Night,Clear,On Time
IndiGo,Delhi,Mumbai,1429,Afternoon,Clear,On Time
Air India,Pune,Bangalore,850,Late Night,Storm,Delayed
Akasa Air,Chennai,Kolkata,1312,Afternoon,Rain,On Time
SpiceJet,Ahmedabad,Mumbai,524,Night,Cloudy,Delayed
IndiGo,Hyderabad,Ahmedabad,1244,Night,Fog,On Time
Akasa Air,Ahmedabad,Mumbai,543,Night,Storm,On Time
Akasa Air,Pune,Bangalore,821,Evening,Clear,Delayed
Akasa Air,Pune,Mumbai,144,Early Morning,Cloudy,On Time
SpiceJet,Kolkata,Hyderabad,1545,Late Night,Fog,On Time
Go First,Hyderabad,Kolkata,1460,Evening,Cloudy,On Time
Go First,Kolkata,Bangalore,1847,Night,Fog,Delayed
SpiceJet,Hyderabad,Pune,540,Early Morning,Cloudy,On Time
IndiGo,Chennai,Ahmedabad,2040,Night,Rain,On Time
Air India,Kolkata,Hyderabad,1548,Early Morning,Rain,Delayed
Go First,Mumbai,Ahmedabad,521,Late Night,Cloudy,On Time
Go First,Ahmedabad,Chennai,1947,Night,Clear,Delayed
Go First,Bangalore,Ahmedabad,1420,Afternoon,Fog,Delayed
IndiGo,Mumbai,Bangalore,976,Evening,Storm,On Time
SpiceJet,Hyderabad,Kolkata,1520,Night,Fog,On Time
SpiceJet,Hyderabad,Delhi,1624,Evening,Cloudy,Delayed
SpiceJet,Mumbai,Hyderabad,686,Night,Fog,On Time
SpiceJet,Delhi,Hyderabad,1643,Evening,Fog,On Time
IndiGo,Delhi,Pune,1464,Afternoon,Clear,Delayed
Go First,Kolkata,Pune,1781,Night,Clear,Delayed
IndiGo,Chennai,Kolkata,1404,Late Night,Fog,On Time
Go First,Mumbai,Delhi,1437,Evening,Storm,Delayed
IndiGo,Chennai,Kolkata,1401,Morning,Rain,Delayed
Go First,Ahmedabad,Delhi,978,Night,Clear,On Time
Air India,Mumbai,Hyderabad,693,Night,Cloudy,Delayed
IndiGo,Delhi,Pune,1435,Morning,Clear,Delayed
Air India,Hyderabad,Ahmedabad,1219,Afternoon,Cloudy,On Time
Vistara,Bangalore,Delhi,2150,Evening,Cloudy,Delayed
Air India,Hyderabad,Mumbai,727,Morning,Cloudy,Delayed
IndiGo,Mumbai,Chennai,1383,Early Morning,Rain,Delayed
IndiGo,Delhi,Kolkata,1473,Morning,Cloudy,Delayed
Vistara,Bangalore,Hyderabad,561,Night,Cloudy,On Time
Vistara,Bangalore,Ahmedabad,1528,Early Morning,Rain,On Time
Go First,Delhi,Kolkata,1550,Morning,Rain,Delayed
Air India,Ahmedabad,Chennai,1999,Early Morning,Fog,Delayed
Air India,Mumbai,Chennai,1345,Afternoon,Fog,Delayed
Vistara,Hyderabad,Mumbai,701,Late Night,Rain,On Time
IndiGo,Hyderabad,Mumbai,705,Evening,Cloudy,Delayed
Vistara,Bangalore,Mumbai,1028,Morning,Clear,On Time
Air India,Delhi,Mumbai,1374,Early Morning,Fog,Delayed
Go First,Pune,Bangalore,842,Night,Storm,On Time
SpiceJet,Kolkata,Pune,1946,Early Morning,Rain,On Time
IndiGo,Chennai,Ahmedabad,1964,Night,Storm,On Time
Go First,Ahmedabad,Pune,670,Late Night,Storm,Delayed
Go First,Delhi,Hyderabad,1625,Late Night,Clear,On Time
SpiceJet,Ahmedabad,Mumbai,514,Late Night,Rain,Delayed
SpiceJet,Hyderabad,Mumbai,679,Morning,Fog,On Time
SpiceJet,Bangalore,Ahmedabad,1506,Late Night,Storm,Delayed
SpiceJet,Ahmedabad,Chennai,2037,Afternoon,Storm,Delayed
Air India,Pune,Ahmedabad,678,Night,Cloudy,Delayed
Air India,Mumbai,Ahmedabad,505,Early Morning,Storm,Delayed
Air India,Delhi,Bangalore,2119,Evening,Clear,On Time
Akasa Air,Bangalore,Hyderabad,563,Late Night,Cloudy,On Time
Vistara,Delhi,Hyderabad,1539,Late Night,Cloudy,On Time
Go First,Hyderabad,Mumbai,745,Night,Clear,Delayed
IndiGo,Hyderabad,Pune,559,Early Morning,Clear,On Time
Go First,Bangalore,Ahmedabad,1525,Early Morning,Clear,On Time
Akasa Air,Kolkata,Ahmedabad,1888,Morning,Fog,Delayed
Vistara,Hyderabad,Delhi,1602,Night,Fog,On Time
Akasa Air,Pune,Hyderabad,574,Early Morning,Storm,Delayed
Akasa Air,Chennai,Mumbai,1343,Night,Storm,On Time
